targetname,datetime_str,datetime_jd,M1,solar_presence,k1,lunar_presence,RA,DEC,RA_app,DEC_app,RA_rate,DEC_rate,AZ,EL,AZ_rate,EL_rate,sat_X,sat_Y,sat_PANG,siderealtime,airmass,magextinct,Tmag,Nmag,illumination,illum_defect,sat_sep,sat_vis,ang_width,PDObsLon,PDObsLat,PDSunLon,PDSunLat,SubSol_ang,SubSol_dist,NPole_ang,NPole_dist,EclLon,EclLat,r,r_rate,delta,delta_rate,lighttime,vel_sun,vel_obs,elong,elongFlag,alpha,lunar_elong,lunar_illum,sat_alpha,sunTargetPA,velocityPA,OrbPlaneAng,constellation,TDB-UT,ObsEclLon,ObsEclLat,NPole_RA,NPole_DEC,GlxLon,GlxLat,solartime,earth_lighttime,RA_3sigma,DEC_3sigma,SMAA_3sigma,SMIA_3sigma,Theta_3sigma,Area_3sigma,RSS_3sigma,r_3sigma,r_rate_3sigma,SBand_3sigma,XBand_3sigma,DoppDelay_3sigma,true_anom,hour_angle,alpha_true,PABLon,PABLat
ATLAS (C/2025 N1),2026-Jan-01 00:00,2461041.5,12.5,,4.5,,146.25604,11.9317,146.61185,11.81056,-174.843,52.28764,,,,,-446919.99,125380.113,263.282,,999,,15.781,,98.317,,488540.0,*,,,,,,110.96,0.0,,,129.562,-1.0678,2.667580194076,53.0962814,1.87376544373226,21.3243475,15.583632,63.4552808,72.1141066,135.7056,/L,14.9122,78.3,91.3988,29.0113,290.875,105.976,1.69857,Leo,69.18392,144.8424491,-1.5166405,,,222.713583,43.833114,,0.0,0.1,0.064,0.101,0.062,-11.925,0.0196145,0.119,881.3567,0.000125,2.33,8.47,0.00588,64.6315,,14.908,137.0205,-1.3039
ATLAS (C/2025 N1),2026-Jan-02 00:00,2461042.5,12.5,,4.5,,145.06784,12.27477,145.42495,12.15529,-173.532,51.15434,,,,,-454791.33,126316.652,262.673,,999,,15.818,,98.48862,,496552.4,*,,,,,,110.87,0.0,,,129.1373,-1.1032,2.698297588719,53.2820883,1.886591104959,23.0960269,15.69029978,63.3956489,72.5355318,137.9312,/L,14.1277,62.2,96.8703,27.5702,290.783,105.713,1.65324,Leo,69.183949,143.6322491,-1.5742851,,,221.587623,42.94005,,0.0,0.1,0.064,0.102,0.062,-11.828,0.019736,0.119,887.6731,0.0001277,2.37,8.6,0.005922,65.0576,,14.1234,136.2028,-1.3496
ATLAS (C/2025 N1),2026-Jan-03 00:00,2461043.5,12.5,,4.5,,143.88771,12.61004,144.24613,12.49227,-172.031,49.96156,,,,,-462665.36,127197.965,262.051,,999,,15.856,,98.65081,,504523.3,*,,,,,,110.8,0.0,,,128.7222,-1.1377,2.72912005905,53.4608593,1.90043927630042,24.8653572,15.8054715,63.3371101,72.953479,140.1454,/L,13.3449,46.0,99.5865,26.1388,290.704,105.444,1.60715,Leo,69.183977,142.4331448,-1.6302565,,,220.503553,42.044959,,0.0,0.1,0.064,0.102,0.062,-11.76,0.0198414,0.119,894.2096,0.0001304,2.4,8.72,0.005966,65.474,,13.3405,135.3956,-1.3941
ATLAS (C/2025 N1),2026-Jan-04 00:00,2461044.5,12.5,,4.5,,142.71694,12.93714,143.07667,12.82113,-170.349,48.71649,,,,,-470538.19,128022.881,261.411,,999,,15.895,,98.80329,,512447.9,*,,,,,,110.74,0.0,,,128.3163,-1.1714,2.76004363053,53.632902,1.91530774008906,26.6294065,15.92912875,63.2796431,73.3680989,142.3466,/L,12.5654,30.1,99.4048,24.7171,290.641,105.169,1.56041,Leo,69.184005,141.2463982,-1.6845024,,,219.460114,41.149684,,0.0,0.1,0.064,0.102,0.062,-11.721,0.0199295,0.119,900.9732,0.0001331,2.43,8.83,0.006011,65.8812,,12.5608,134.5991,-1.4373
ATLAS (C/2025 N1),2026-Jan-05 00:00,2461045.5,12.5,,4.5,,141.55677,13.25576,141.91778,13.14155,-168.494,47.42644,,,,,-478406.01,128790.394,260.751,,999,,15.935,,98.94588,,520321.7,*,,,,,,110.7,0.0,,,127.9195,-1.2043,2.791064502396,53.7985094,1.9311926428688,28.3854359,16.06123946,63.2232265,73.7794952,144.5338,/L,11.7906,14.6,96.47,23.3048,290.599,104.89,1.51311,Leo,69.184034,140.0732048,-1.7369793,,,218.456017,40.255983,,0.0,0.1,0.065,0.102,0.063,-11.709,0.0199992,0.119,907.9695,0.0001356,2.46,8.94,0.006057,66.2793,,11.7859,133.8139,-1.4792
ATLAS (C/2025 N1),2026-Jan-06 00:00,2461046.5,12.5,,4.5,,140.40838,13.56561,140.77065,13.45324,-166.477,46.09864,,,,,-486265.14,129499.667,260.067,,999,,15.976,,99.07849,,528140.3,*,,,,,,110.68,0.0,,,127.5313,-1.2365,2.822179039301,53.9579603,1.94808859824099,30.1308684,16.20175883,63.1678391,74.1877044,146.7056,/L,11.0221,3.8,91.1601,21.9017,290.581,104.605,1.46535,Cnc,69.184062,138.914693,-1.7876521,,,217.489954,39.365523,,0.0,0.1,0.065,0.101,0.063,-11.723,0.0200495,0.119,915.2036,0.0001382,2.49,9.04,0.006106,66.6686,,11.0172,133.0405,-1.5199
ATLAS (C/2025 N1),2026-Jan-07 00:00,2461047.5,12.5,,4.5,,139.27289,13.86648,139.63639,13.75598,-164.307,44.74026,,,,,-494111.97,130150.038,259.353,,999,,16.017,,99.20108,,535899.6,*,,,,,,110.7,0.0,,,127.1517,-1.2678,2.853383763371,54.1115203,1.96598877189309,31.8632609,16.35063004,63.11346,74.5926944,148.861,/L,10.2611,16.4,83.9877,20.5075,290.595,104.316,1.41724,Cnc,69.18409,137.7719205,-1.8364943,,,216.560615,38.479872,,0.0,0.1,0.065,0.101,0.063,-11.763,0.02008,0.119,922.6796,0.0001407,2.51,9.13,0.006155,67.0495,,10.2561,132.2792,-1.5592
ATLAS (C/2025 N1),2026-Jan-08 00:00,2461048.5,12.5,,4.5,,138.15136,14.15819,138.51607,14.04959,-161.995,43.3583,,,,,-501943.03,130741.032,258.604,,999,,16.059,,99.31373,,543595.5,*,,,,,,110.75,0.0,,,126.7802,-1.2985,2.884675346658,54.2594419,1.98488495365831,33.580289,16.50778479,63.0600682,74.9943777,150.9988,/L,9.5088,30.5,75.499,19.1221,290.646,104.024,1.36886,Cnc,69.184119,136.6458707,-1.8834878,,,215.666696,37.600503,,0.0,0.099,0.066,0.101,0.064,-11.829,0.0200906,0.119,930.4007,0.0001431,2.53,9.21,0.006207,67.4221,,9.5038,131.5304,-1.5973
ATLAS (C/2025 N1),2026-Jan-09 00:00,2461049.5,12.5,,4.5,,137.0448,14.44062,137.41068,14.33392,-159.551,41.95955,,,,,-509754.92,131272.357,257.81,,999,,16.102,,99.41655,,551224.3,*,,,,,,110.85,0.0,,,126.4168,-1.3284,2.916050603965,54.4019661,2.00476762550577,35.2797473,16.67314393,63.0076431,75.3926308,153.1179,/L,8.7666,44.4,66.2017,17.7455,290.743,103.728,1.32033,Cnc,69.184147,135.5374482,-1.928623,,,214.806907,36.728782,,0.0,0.099,0.066,0.1,0.064,-11.921,0.0200815,0.119,938.3693,0.0001455,2.56,9.29,0.00626,67.7866,,8.7615,130.7943,-1.6341
ATLAS (C/2025 N1),2026-Jan-10 00:00,2461050.5,12.5,,4.5,,135.95412,14.71367,136.32116,14.60889,-156.987,40.55054,,,,,-517544.41,131743.905,256.962,,999,,16.145,,99.50971,,558782.0,*,,,,,,111.01,0.0,,,126.0611,-1.3576,2.947506486036,54.5393219,2.02562603319944,36.9595606,16.84661801,62.9561645,75.7873124,155.2172,/L,8.0356,57.9,56.5314,16.3775,290.9,103.43,1.27172,Cnc,69.184175,134.4474756,-1.9718981,,,213.979982,35.865977,,0.0,0.098,0.066,0.099,0.064,-12.041,0.0200533,0.118,946.5871,0.0001478,2.58,9.36,0.006315,68.1434,,8.0303,130.0714,-1.6697
ATLAS (C/2025 N1),2026-Jan-11 00:00,2461051.5,12.5,,4.5,,134.88017,14.9773,135.24835,14.87445,-154.314,39.13749,,,,,-525308.38,132155.743,256.042,,999,,16.189,,99.59347,,566265.0,*,,,,,,111.24,0.0,,,125.7129,-1.3862,2.979040073085,54.6717276,2.04744826558427,38.6177983,17.02810799,62.9056122,76.1782753,157.2958,/L,7.3166,71.1,46.8479,15.0181,291.131,103.13,1.22312,Cnc,69.184204,133.3766915,-2.0133189,,,213.184681,35.01325,,0.0,0.097,0.067,0.099,0.065,-12.188,0.0200068,0.118,955.0547,0.00015,2.59,9.43,0.006371,68.4927,,7.3113,129.3619,-1.7041
ATLAS (C/2025 N1),2026-Jan-12 00:00,2461052.5,12.5,,4.5,,133.82374,15.23151,134.19304,15.13059,-151.544,37.72629,,,,,-533043.85,132508.102,255.032,,999,,16.234,,99.66809,,573669.2,*,,,,,,111.57,0.0,,,125.372,-1.4141,3.010648568644,54.7993913,2.07022134175973,40.2526864,17.21750589,62.8559665,76.5653736,159.3526,/L,6.6109,84.0,37.4503,13.6676,291.458,102.827,1.17463,Cnc,69.184232,132.3257502,-2.0528985,,,212.419793,34.171662,,0.0,0.096,0.067,0.098,0.065,-12.364,0.0199435,0.117,963.7723,0.0001522,2.61,9.49,0.00643,68.8346,,6.6055,128.6659,-1.7373
ATLAS (C/2025 N1),2026-Jan-13 00:00,2461053.5,12.5,,4.5,,132.78552,15.47633,133.15593,15.37734,-148.688,36.32241,,,,,-540748.01,132801.366,253.902,,999,,16.279,,99.7339,,580990.5,*,,,,,,112.03,0.0,,,125.0381,-1.4414,3.042329293723,54.9225111,2.09393130404514,41.8626153,17.41469563,62.8072079,76.9484641,161.3862,/L,5.9192,96.9,28.5979,12.3262,291.911,102.524,1.12631,Cnc,69.184261,131.2952221,-2.0906565,,,211.684143,33.342169,,0.0,0.095,0.067,0.097,0.065,-12.57,0.0198649,0.117,972.7393,0.0001544,2.63,9.55,0.006489,69.1694,,5.9138,127.9837,-1.7693
ATLAS (C/2025 N1),2026-Jan-14 00:00,2461054.5,12.5,,4.5,,131.76614,15.71184,132.13764,15.61477,-145.757,34.93088,,,,,-548418.18,133036.061,252.609,,999,,16.325,,99.79127,,588223.7,*,,,,,,112.65,0.0,,,124.7112,-1.468,3.074079681268,55.0412758,2.11856331366084,43.4461418,17.61955381,62.7593173,77.3274058,163.3955,/L,5.2426,109.6,20.5306,10.9943,292.532,102.22,1.07826,Cnc,69.184289,130.2855957,-2.1266184,,,210.97659,32.525631,,0.0,0.095,0.068,0.096,0.066,-12.807,0.0197729,0.116,981.9544,0.0001564,2.64,9.6,0.006551,69.4973,,5.2371,127.3154,-1.8002
ATLAS (C/2025 N1),2026-Jan-15 00:00,2461055.5,12.5,,4.5,,130.76615,15.93813,131.13873,15.84297,-142.762,33.5563,,,,,-556051.86,133212.845,251.091,,999,,16.371,,99.84058,,595362.6,*,,,,,,113.51,0.0,,,124.3909,-1.4941,3.105897270892,55.1558654,2.14410174600358,45.0019854,17.83195047,62.7122759,77.7020565,165.3785,/L,4.5821,122.4,13.4834,9.6729,293.386,101.915,1.03053,Cnc,69.184317,129.2972791,-2.1608152,,,210.296031,31.72281,,0.0,0.093,0.068,0.095,0.066,-13.074,0.0196699,0.116,991.4157,0.0001584,2.66,9.65,0.006614,69.8185,,4.5766,126.661,-1.8299
ATLAS (C/2025 N1),2026-Jan-16 00:00,2461056.5,12.5,,4.5,,129.78604,16.15533,130.15967,16.06209,-139.715,32.20278,,,,,-563646.71,133332.489,249.244,,999,,16.418,,99.88223,,602398.1,*,,,,,,114.7,0.0,,,124.0772,-1.5196,3.137779703876,55.2664515,2.17053028286337,46.5290218,18.05174991,62.6660652,78.0722713,167.3328,/L,3.9388,135.2,7.6922,8.3635,294.576,101.61,0.98319,Cnc,69.184346,128.3306034,-2.1932828,,,209.6414,30.934373,,0.0,0.092,0.068,0.094,0.066,-13.372,0.0195583,0.115,1001.1209,0.0001604,2.67,9.7,0.006679,70.1331,,3.9333,126.0208,-1.8585
ATLAS (C/2025 N1),2026-Jan-17 00:00,2461057.5,12.5,,4.5,,128.8262,16.36361,129.20085,16.27227,-136.625,30.87399,,,,,-571200.51,133395.873,246.899,,999,,16.465,,99.91665,,609316.4,*,,,,,,116.4,0.0,,,123.7697,-1.5446,3.169724718424,55.3731977,2.19783199966909,48.0262725,18.27881137,62.6206674,78.4378996,169.2545,/L,3.3142,148.1,3.3914,7.0691,296.273,101.306,0.93632,Cnc,69.184374,127.3858256,-2.2240615,,,209.011671,30.160899,,0.0,0.091,0.068,0.093,0.067,-13.7,0.0194407,0.114,1011.0672,0.0001623,2.68,9.75,0.006745,70.4414,,3.3087,125.3946,-1.8861
ATLAS (C/2025 N1),2026-Jan-18 00:00,2461058.5,12.5,,4.5,,127.88697,16.56313,128.26261,16.47369,-133.502,29.5731,,,,,-578711.22,133403.965,243.752,,999,,16.512,,99.94428,,616092.8,*,,,,,,118.91,0.0,,,123.4684,-1.569,3.201730145155,55.47626,2.22598944674775,49.4928946,18.51298971,62.5760645,78.7987862,171.1369,/L,2.7107,160.9,0.8015,5.7949,298.783,101.002,0.88995,Cnc,69.184402,126.4631331,-2.2531948,,,208.405856,29.402883,,0.0,0.09,0.069,0.092,0.067,-14.054,0.0193201,0.114,1021.2513,0.0001641,2.69,9.79,0.006813,70.7436,,2.7052,124.7826,-1.9127
ATLAS (C/2025 N1),2026-Jan-19 00:00,2461059.5,12.5,,4.5,,126.96862,16.7541,127.34521,16.66654,-130.356,28.30287,,,,,-586176.93,133357.811,239.198,,999,,16.559,,99.96555,,622679.5,*,,,,,,122.85,0.0,,,123.1731,-1.5928,3.233793902828,55.5757873,2.2549847245551,50.9281706,18.75413608,62.5322394,79.1547729,172.9665,/L,2.1323,172.8,0.1094,4.5524,302.714,100.699,0.84415,Cnc,69.18443,125.5626472,-2.2807299,,,207.823005,28.660736,,0.0,0.089,0.069,0.091,0.067,-14.431,0.0191994,0.113,1031.6696,0.0001658,2.7,9.83,0.006883,71.0397,,2.1269,124.1847,-1.9382
ATLAS (C/2025 N1),2026-Jan-20 00:00,2461060.5,12.5,,4.5,,126.07135,16.93674,126.44885,16.85105,-127.196,27.06559,,,,,-593595.89,133258.521,231.896,,999,,16.607,,99.98091,,628966.4,*,,,,,,129.55,0.0,,,122.8835,-1.6162,3.265913994281,55.6719215,2.28479955375213,52.3315007,19.00209846,62.4891751,79.5057034,174.7129,/L,1.5884,170.1,1.4454,3.3697,309.413,100.397,0.79896,Cnc,69.184458,124.6844287,-2.3067162,,,207.262205,27.934795,,0.0,0.088,0.069,0.09,0.068,-14.823,0.0190816,0.112,1042.3181,0.0001675,2.72,9.87,0.006954,71.3301,,1.5832,123.6008,-1.9627
ATLAS (C/2025 N1),2026-Jan-21 00:00,2461061.5,12.5,,4.5,,125.1953,17.11126,125.57365,17.02742,-124.03,25.86319,,,,,-600966.46,133107.263,218.462,,999,,16.655,,99.9908,,634650.4,*,,,,,,142.42,0.0,,,122.5996,-1.6391,3.298088502574,55.7647982,2.31541534167561,53.7023984,19.2567222,62.4468549,79.8514298,176.2918,/L,1.1037,157.2,4.8604,2.329,322.288,100.097,0.75442,Cnc,69.184485,123.8284823,-2.3312055,,,206.722581,27.225326,,0.0,0.087,0.07,0.089,0.068,-15.223,0.0189699,0.112,1053.1927,0.0001692,2.73,9.91,0.007026,71.6148,,1.0992,123.0308,-1.9863
ATLAS (C/2025 N1),2026-Jan-22 00:00,2461062.5,12.5,,4.5,,124.34055,17.27792,124.71972,17.19591,-120.866,24.69721,,,,,-608287.16,132905.245,190.753,,999,,16.704,,99.99564,,638745.2,*,,,,,,169.62,0.0,,,122.3212,-1.6615,3.330315587331,55.8545468,2.3468132469956,55.0404882,19.51785062,62.4052628,80.1918204,177.4292,/L,0.7587,143.6,10.3091,1.699,349.513,99.798,0.71058,Cnc,69.184513,122.9947614,-2.3542507,,,206.203294,26.532527,,0.0,0.086,0.07,0.088,0.068,-15.616,0.0188672,0.111,1064.289,0.0001708,2.74,9.94,0.0071,71.8939,,0.7564,122.4748,-2.009
ATLAS (C/2025 N1),2026-Jan-23 00:00,2461063.5,12.5,,4.5,,123.50714,17.43696,123.88707,17.35674,-117.711,23.56884,,,,,606170.846,132653.715,148.205,,999,,16.752,,99.99587,,638979.7,*,,,,,,211.56,0.0,,,122.0481,-1.6834,3.362593481258,55.9412908,2.37897424411791,56.3455071,19.78532547,62.3643829,80.5267668,177.4944,/T,0.7345,129.7,17.6412,1.923,31.477,99.501,0.66746,Cnc,69.18454,122.183172,-2.3759063,,,205.703538,25.856533,,0.0,0.086,0.07,0.087,0.069,-15.986,0.0187766,0.111,1075.6024,0.0001723,2.75,9.98,0.007176,72.1678,,0.7364,121.9325,-2.0308
ATLAS (C/2025 N1),2026-Jan-24 00:00,2461064.5,12.5,,4.5,,122.69502,17.58863,123.07569,17.51018,-114.572,22.47896,,,,,600729.948,132353.953,119.029,,999,,16.801,,99.99189,,635265.1,*,,,,,,240.04,0.0,,,121.7802,-1.7049,3.394920486843,56.0251482,2.4118791883158,57.6173055,20.05898755,62.3241997,80.8561909,176.4625,/T,1.0274,115.5,26.6001,2.7955,59.943,99.205,0.62509,Cnc,69.184567,121.3935766,-2.3962273,,,205.22254,25.197423,,0.0,0.085,0.071,0.086,0.069,-16.312,0.0187008,0.11,1087.1281,0.0001738,2.76,10.02,0.007253,72.4364,,1.0317,121.4037,-2.0518
ATLAS (C/2025 N1),2026-Jan-25 00:00,2461065.5,12.5,,4.5,,121.90414,17.7332,122.2855,17.65648,-111.456,21.42816,,,,,595365.208,132007.267,104.898,,999,,16.849,,99.98411,,629972.7,*,,,,,,253.54,0.0,,,121.5173,-1.7259,3.427294973219,56.1062317,2.4455088819744,58.8558495,20.33867718,62.2846982,81.1800497,174.9924,/T,1.4393,101.2,36.8275,3.8983,73.435,98.912,0.5835,Cnc,69.184594,120.6257966,-2.4152687,,,204.759562,24.555222,,0.0,0.084,0.071,0.086,0.069,-16.568,0.0186425,0.11,1098.8613,0.0001752,2.77,10.06,0.007331,72.6999,,1.4443,120.8885,-2.0719
ATLAS (C/2025 N1),2026-Jan-26 00:00,2461066.5,12.5,,4.5,,121.13437,17.87093,121.51641,17.7959,-108.369,20.41677,,,,,590075.212,131614.989,97.324,,999,,16.898,,99.97291,,624193.6,*,,,,,,260.53,0.0,,,121.2594,-1.7465,3.45971537318,56.184649,2.47984414197276,60.0612232,20.62423483,62.2458636,81.4983399,173.3871,/T,1.8807,86.6,47.8705,5.0797,80.415,98.621,0.54271,Cnc,69.184621,119.8796148,-2.4330856,,,204.313892,23.929906,,0.0,0.084,0.071,0.085,0.07,-16.726,0.0186041,0.11,1110.7972,0.0001766,2.78,10.09,0.00741,72.9585,,1.886,120.3864,-2.0912
ATLAS (C/2025 N1),2026-Jan-27 00:00,2461067.5,12.5,,4.5,,120.38555,18.00208,120.76825,17.9287,-105.315,19.44487,,,,,584858.425,131178.467,92.666,,999,,16.947,,99.95866,,618259.1,*,,,,,,264.63,0.0,,,121.0062,-1.7667,3.492180180347,56.2605031,2.51486586815561,61.23363,20.91550165,62.2076817,81.8111005,171.7386,/T,2.3246,71.9,59.1918,6.2926,84.505,98.332,0.50274,Cnc,69.184647,119.1547768,-2.4497324,,,203.884851,23.321408,,0.0,0.083,0.071,0.084,0.07,-16.754,0.0185876,0.11,1122.9306,0.0001779,2.79,10.13,0.007491,73.2123,,2.33,119.8975,-2.1098
ATLAS (C/2025 N1),2026-Jan-28 00:00,2461068.5,12.5,,4.5,,119.65749,18.12692,120.04083,18.05516,-102.299,18.51231,,,,,579713.203,130699.062,89.493,,999,,16.995,,99.94171,,612286.6,*,,,,,,267.25,0.0,,,120.7578,-1.7864,3.52468794648,56.3338925,2.55055511275641,62.373394,21.21232005,62.1701385,82.1184139,170.0796,/T,2.7615,57.1,70.187,7.5193,87.127,98.046,0.46359,Cnc,69.184673,118.4509934,-2.4652629,,,203.471785,22.729618,,0.0,0.083,0.072,0.084,0.07,-16.619,0.018595,0.11,1135.2568,0.0001792,2.8,10.17,0.007574,73.4614,,2.767,119.4213,-2.1276
ATLAS (C/2025 N1),2026-Jan-29 00:00,2461069.5,12.5,,4.5,,118.94994,18.2457,119.33392,18.17553,-99.3257,17.61877,,,,,574637.8,130178.133,87.165,,999,,17.044,,99.92238,,606325.5,*,,,,,,269.04,0.0,,,120.5138,-1.8058,3.557237278913,56.4049112,2.58689315001451,63.4809593,21.51453429,62.1332203,82.420403,168.4238,/T,3.1875,42.1,80.2163,8.7519,88.918,97.762,0.42528,Cnc,69.184699,117.7679432,-2.4797294,,,203.074069,22.154393,,0.0,0.083,0.072,0.084,0.071,-16.294,0.0186276,0.11,1147.7707,0.0001804,2.81,10.21,0.007657,73.7059,,3.193,118.9578,-2.1448
ATLAS (C/2025 N1),2026-Jan-30 00:00,2461070.5,12.5,,4.5,,118.26265,18.3587,118.64725,18.29008,-96.3985,16.76371,,,,,569630.389,129617.027,85.362,,999,,17.093,,99.90099,,600399.5,*,,,,,,270.33,0.0,,,120.2743,-1.8248,3.589826838129,56.4736493,2.62386154367953,64.5568826,21.82199104,62.096914,82.7172208,166.7776,/T,3.6008,27.2,88.6567,9.9866,90.196,97.48,0.38782,Gem,69.184725,117.1052761,-2.4931831,,,202.691102,21.595558,,0.0,0.083,0.072,0.084,0.071,-15.755,0.0186866,0.11,1160.4673,0.0001816,2.82,10.24,0.007742,73.946,,3.6063,118.5067,-2.1613
ATLAS (C/2025 N1),2026-Jan-31 00:00,2461071.5,12.5,,4.5,,117.59533,18.46615,117.98052,18.39906,-93.5204,15.94644,,,,,564689.078,129017.063,83.907,,999,,17.141,,99.87784,,594520.9,*,,,,,,271.27,0.0,,,120.0391,-1.8434,3.622455335444,56.540193,2.6614422078409,65.6018166,22.13453989,62.0612066,83.0090333,165.1447,/T,4.0005,12.9,94.9731,11.2211,91.139,97.2,0.3512,Gem,69.18475,116.4626198,-2.5056735,,,202.322311,21.052908,,0.0,0.083,0.072,0.084,0.071,-14.99,0.0187727,0.11,1173.3417,0.0001827,2.83,10.28,0.007828,74.1818,,4.006,118.0678,-2.1771
ATLAS (C/2025 N1),2026-Feb-01 00:00,2461072.5,12.5,,4.5,,116.94766,18.56832,117.3334,18.50273,-90.6938,15.16611,,,,,559811.929,128379.526,82.696,,999,,17.19,,99.85319,,588696.2,*,,,,,,271.98,0.0,,,119.8081,-1.8617,3.65512153082,56.6046248,2.69961745470654,66.6164818,22.45203374,62.0260856,83.2959959,163.5267,/T,4.3862,7.101,98.7921,12.4542,91.851,96.923,0.31542,Gem,69.184775,115.839586,-2.5172486,,,201.967144,20.526219,,0.0,0.083,0.072,0.084,0.072,-14.002,0.0188864,0.11,1186.389,0.0001838,2.84,10.32,0.007915,74.4133,,4.3917,117.6408,-2.1923
ATLAS (C/2025 N1),2026-Feb-02 00:00,2461073.5,12.5,,4.5,,116.31933,18.66545,116.70557,18.60133,-87.9207,14.42176,,,,,554996.973,127705.657,81.661,,999,,17.238,,99.82731,,582929.1,*,,,,,,272.53,0.0,,,119.5811,-1.8796,3.687824230779,56.6670237,2.73837002324141,67.6016294,22.77432903,61.9915388,83.5782284,161.9247,/T,4.7579,19.5,99.9556,13.6852,92.398,96.648,0.28049,Gem,69.184799,115.2357777,-2.5279545,,,201.625075,20.015243,,0.0,0.084,0.073,0.084,0.072,-12.813,0.0190276,0.111,1199.6045,0.0001849,2.85,10.36,0.008003,74.6408,,4.7633,117.2254,-2.2069
ATLAS (C/2025 N1),2026-Feb-03 00:00,2461074.5,12.5,,4.5,,115.70997,18.75777,116.09667,18.69509,-85.2024,13.71229,,,,,550242.228,126996.664,80.758,,999,,17.286,,99.80043,,577221.3,*,,,,,,272.96,0.0,,,119.3582,-1.8972,3.720562286434,56.7274654,2.77768308586372,68.5580036,23.1012858,61.9575544,83.855798,160.3392,/T,5.1155,33.6,98.5314,14.9136,92.824,96.375,0.2464,Gem,69.184824,114.6507943,-2.5378356,,,201.295603,19.51972,,0.0,0.084,0.073,0.084,0.072,-11.46,0.0191961,0.111,1212.9834,0.0001859,2.86,10.4,0.008092,74.8642,,5.1209,116.8215,-2.2209
ATLAS (C/2025 N1),2026-Feb-04 00:00,2461075.5,12.5,,4.5,,115.11925,18.84551,115.50637,18.78423,-82.54,13.03654,,,,,545545.707,126253.721,79.959,,999,,17.334,,99.77277,,571573.6,*,,,,,,273.3,0.0,,,119.1392,-1.9144,3.753334591615,56.7860224,2.81754023560044,69.4863132,23.4327676,61.9241209,84.1287133,158.7705,/T,5.4591,47.6,94.7777,16.1392,93.158,96.105,0.21315,Gem,69.184848,114.0842342,-2.5469348,,,200.978248,19.039375,,0.0,0.085,0.073,0.085,0.073,-9.995,0.0193914,0.112,1226.5211,0.0001869,2.87,10.44,0.008182,75.0838,,5.4645,116.4287,-2.2344
ATLAS (C/2025 N1),2026-Feb-05 00:00,2461076.5,12.5,,4.5,,114.5468,18.92888,114.93429,18.86897,-79.9341,12.39331,,,,,540905.425,125477.987,79.242,,999,,17.382,,99.74454,,565986.2,*,,,,,,273.56,0.0,,,118.9239,-1.9313,3.786140081095,56.8427642,2.85792546057626,70.3872167,23.76864128,61.8912271,84.3969307,157.2184,/T,5.789,61.3,89.0763,17.3616,93.423,95.836,0.18072,Gem,69.184872,113.5356957,-2.5552931,,,200.672553,18.573926,,0.0,0.085,0.073,0.086,0.073,-8.475,0.0196125,0.112,1240.2129,0.0001879,2.88,10.48,0.008274,75.2995,,5.7943,116.0468,-2.2474
ATLAS (C/2025 N1),2026-Feb-06 00:00,2461077.5,12.5,,4.5,,113.99224,19.00812,114.38009,18.94952,-77.3851,11.78133,,,,,536319.411,124670.599,78.59,,999,,17.43,,99.71592,,560458.7,*,,,,,,273.77,0.0,,,118.7123,-1.9479,3.818977728905,56.8977575,2.89882311420429,71.2613217,24.10877669,61.8588622,84.6603691,155.683,/T,6.1053,74.6,81.8594,18.5809,93.634,95.569,0.14911,Gem,69.184896,113.0047761,-2.5629503,,,200.378081,18.12308,,0.0,0.086,0.073,0.086,0.073,-6.959,0.0198586,0.113,1254.0545,0.0001888,2.9,10.52,0.008366,75.5116,,6.1106,115.6756,-2.2599
ATLAS (C/2025 N1),2026-Feb-07 00:00,2461078.5,12.5,,4.5,,113.45521,19.08341,113.8434,19.02609,-74.8933,11.19937,,,,,531785.708,123832.682,77.994,,999,,17.477,,99.68708,,554990.4,*,,,,,,273.94,0.0,,,118.5044,-1.9642,3.851846546736,56.9510662,2.94021788777218,72.1091926,24.45304653,61.8270158,84.9189249,154.164,/T,6.4084,87.5,73.5522,19.797,93.801,95.305,0.11831,Gem,69.184919,112.4910719,-2.5699445,,,200.094419,17.686541,,0.0,0.087,0.074,0.087,0.073,-5.494,0.0201283,0.114,1268.0413,0.0001896,2.91,10.56,0.008459,75.72,,6.4135,115.3148,-2.2719
ATLAS (C/2025 N1),2026-Feb-08 00:00,2461079.5,12.5,,4.5,,112.93533,19.15495,113.32384,19.09887,-72.4585,10.64617,,,,,527302.378,122965.344,77.443,,999,,17.525,,99.65818,,549580.6,*,,,,,,274.08,0.0,,,118.2999,-1.9801,3.884745582417,57.0027517,2.98209478885113,72.9313624,24.80132609,61.7956778,85.1724858,152.6613,/T,6.6984,100.2,64.5397,21.0099,93.934,95.042,0.08832,Gem,69.184943,111.9941789,-2.5763124,,,199.821169,17.264008,,0.0,0.088,0.074,0.088,0.074,-4.118,0.0204203,0.115,1282.1693,0.0001905,2.92,10.6,0.008554,75.9249,,6.7035,114.9642,-2.2834
